date,results,slot 1,slot 2,slot 3,slot 4,slot 5,slot 6,sorted1,sorted2,sorted3,sorted4,sorted5,sorted6
4/20/2008,7-8-9-12-17-25,7,8,9,12,17,25,7,8,9,12,17,25
4/24/2008,10-13-20-40-42-43,10,13,20,40,42,43,10,13,20,40,42,43
4/27/2008,11-16-18-22-44-49,11,16,18,22,44,49,11,16,18,22,44,49
5/1/2008,6-11-23-33-38-49,6,11,23,33,38,49,6,11,23,33,38,49
5/4/2008,2-21-32-43-44-47,2,21,32,43,44,47,2,21,32,43,44,47
5/8/2008,2-18-24-43-47-49,2,18,24,43,47,49,2,18,24,43,47,49
5/11/2008,4-25-28-29-33-43,4,25,28,29,33,43,4,25,28,29,33,43
5/15/2008,6-14-18-25-32-46,6,14,18,25,32,46,6,14,18,25,32,46
5/18/2008,14-22-26-32-38-43,14,22,26,32,38,43,14,22,26,32,38,43
5/22/2008,20-22-33-39-42-45,20,22,33,39,42,45,20,22,33,39,42,45
5/25/2008,9-13-34-37-39-43,9,13,34,37,39,43,9,13,34,37,39,43
5/29/2008,15-20-21-31-35-44,15,20,21,31,35,44,15,20,21,31,35,44
6/1/2008,10-16-23-28-40-48,10,16,23,28,40,48,10,16,23,28,40,48
6/5/2008,5-16-30-34-35-46,5,16,30,34,35,46,5,16,30,34,35,46
6/8/2008,1-8-12-14-24-38,1,8,12,14,24,38,1,8,12,14,24,38
6/12/2008,3-6-22-31-44-47,3,6,22,31,44,47,3,6,22,31,44,47
6/15/2008,10-18-19-25-36-42,10,18,19,25,36,42,10,18,19,25,36,42
6/19/2008,38-47-35-14-28-33,38,47,35,14,28,33,14,28,33,35,38,47
6/22/2008,25-15-08-38-27-22,25,15,8,38,27,22,8,15,22,25,27,38
6/26/2008,24-20-33-45-23-03,24,20,33,45,23,3,3,20,23,24,33,45
6/29/2008,44-12-48-11-36-28,44,12,48,11,36,28,11,12,28,36,44,48
7/3/2008,07-42-30-11-24-49,7,42,30,11,24,49,7,11,24,30,42,49
7/6/2008,23-10-39-20-37-13,23,10,39,20,37,13,10,13,20,23,37,39
7/10/2008,40-38-30-47-09-21,40,38,30,47,9,21,9,21,30,38,40,47
7/13/2008,30-18-20-29-10-19,30,18,20,29,10,19,10,18,19,20,29,30
7/17/2008,07-03-47-14-18-40,7,3,47,14,18,40,3,7,14,18,40,47
7/20/2008,13-08-05-17-33-30,13,8,5,17,33,30,5,8,13,17,30,33
7/24/2008,22-43-16-15-49-17,22,43,16,15,49,17,15,16,17,22,43,49
7/27/2008,08-19-45-15-01-18,8,19,45,15,1,18,1,8,15,18,19,45
7/31/2008,17-10-46-49-29-05,17,10,46,49,29,5,5,10,17,29,46,49
8/3/2008,23-44-32-16-25-24,23,44,32,16,25,24,16,23,24,25,32,44
8/7/2008,15-31-37-08-32-18,15,31,37,8,32,18,8,15,18,31,32,37
8/10/2008,08-21-23-44-14-42,8,21,23,44,14,42,8,14,21,23,42,44
8/14/2008,18-34-27-17-03-06,18,34,27,17,3,6,3,6,17,18,27,34
8/17/2008,12-39-16-43-26-01,12,39,16,43,26,1,1,12,16,26,39,43
8/21/2008,20-09-15-37-41-47,20,9,15,37,41,47,9,15,20,37,41,47
8/24/2008,35-41-20-44-47-06,35,41,20,44,47,6,6,20,35,41,44,47
8/28/2008,25-03-43-05-45-19,25,3,43,5,45,19,3,5,19,25,43,45
8/31/2008,24-01-09-37-15-34,24,1,9,37,15,34,1,9,15,24,34,37
9/4/2008,27-16-26-45-21-13,27,16,26,45,21,13,13,16,21,26,27,45
9/7/2008,46-17-44-21-32-47,46,17,44,21,32,47,17,21,32,44,46,47
9/11/2008,03-20-13-18-05-14,3,20,13,18,5,14,3,5,13,14,18,20
9/14/2008,05-02-26-34-37-30,5,2,26,34,37,30,2,5,26,30,34,37
9/18/2008,06-31-27-49-35-18,6,31,27,49,35,18,6,18,27,31,35,49
9/21/2008,19-08-43-24-26-31,19,8,43,24,26,31,8,19,24,26,31,43
9/25/2008,18-05-49-17-37-22,18,5,49,17,37,22,5,17,18,22,37,49
9/28/2008,19-36-22-06-07-45,19,36,22,6,7,45,6,7,19,22,36,45
10/2/2008,27-41-20-10-21-14,27,41,20,10,21,14,10,14,20,21,27,41
10/5/2008,23-04-07-39-03-16,23,4,7,39,3,16,3,4,7,16,23,39
10/9/2008,39-27-31-25-29-06,39,27,31,25,29,6,6,25,27,29,31,39
10/12/2008,42-12-46-26-49-19,42,12,46,26,49,19,12,19,26,42,46,49
10/16/2008,29-49-33-18-24-48,29,49,33,18,24,48,18,24,29,33,48,49
10/19/2008,27-31-26-44-49-09,27,31,26,44,49,9,9,26,27,31,44,49
10/23/2008,38-08-30-06-13-33,38,8,30,6,13,33,6,8,13,30,33,38
10/26/2008,36-08-04-12-45-49,36,8,4,12,45,49,4,8,12,36,45,49
10/30/2008,13-12-02-19-31-40,13,12,2,19,31,40,2,12,13,19,31,40
11/2/2008,43-03-38-31-40-05,43,3,38,31,40,5,3,5,31,38,40,43
11/6/2008,49-38-48-01-23-47,49,38,48,1,23,47,1,23,38,47,48,49
11/9/2008,33-38-44-16-23-27,33,38,44,16,23,27,16,23,27,33,38,44
11/13/2008,22-23-34-20-41-10,22,23,34,20,41,10,10,20,22,23,34,41
11/16/2008,02-07-42-23-28-05,2,7,42,23,28,5,2,5,7,23,28,42
11/20/2008,47-19-26-41-37-29,47,19,26,41,37,29,19,26,29,37,41,47
11/23/2008,44-20-11-43-03-28,44,20,11,43,3,28,3,11,20,28,43,44
11/27/2008,25-34-46-08-29-47,25,34,46,8,29,47,8,25,29,34,46,47
11/30/2008,39-40-09-44-13-38,39,40,9,44,13,38,9,13,38,39,40,44
12/4/2008,03-40-32-01-12-24,3,40,32,1,12,24,1,3,12,24,32,40
12/7/2008,48-20-34-41-08-43,48,20,34,41,8,43,8,20,34,41,43,48
12/11/2008,16-15-49-38-20-21,16,15,49,38,20,21,15,16,20,21,38,49
12/14/2008,13-24-27-08-42-31,13,24,27,8,42,31,8,13,24,27,31,42
12/18/2008,01-07-40-24-46-41,1,7,40,24,46,41,1,7,24,40,41,46
12/21/2008,25-40-21-46-05-17,25,40,21,46,5,17,5,17,21,25,40,46
12/28/2008,13-01-22-12-28-31,13,1,22,12,28,31,1,12,13,22,28,31
1/4/2009,18-49-28-47-46-20,18,49,28,47,46,20,18,20,28,46,47,49
1/8/2009,39-14-08-36-07-10,39,14,8,36,7,10,7,8,10,14,36,39
1/11/2009,40-09-30-17-12-36,40,9,30,17,12,36,9,12,17,30,36,40
1/15/2009,46-35-34-19-06-12,46,35,34,19,6,12,6,12,19,34,35,46
1/18/2009,28-36-32-38-46-47,28,36,32,38,46,47,28,32,36,38,46,47
1/20/2009,27-05-32-04-08-41,27,5,32,4,8,41,4,5,8,27,32,41
1/22/2009,05-08-06-14-46-23,5,8,6,14,46,23,5,6,8,14,23,46
1/25/2009,28-23-14-35-13-42,28,23,14,35,13,42,13,14,23,28,35,42
1/27/2009,21-40-36-46-15-14,21,40,36,46,15,14,14,15,21,36,40,46
1/29/2009,21-12-39-40-37-07,21,12,39,40,37,7,7,12,21,37,39,40
2/1/2009,29-46-40-06-07-15,29,46,40,6,7,15,6,7,15,29,40,46
2/3/2009,33-49-10-43-30-02,33,49,10,43,30,2,2,10,30,33,43,49
2/5/2009,38-13-34-07-36-22,38,13,34,7,36,22,7,13,22,34,36,38
2/8/2009,07-06-10-04-42-13,7,6,10,4,42,13,4,6,7,10,13,42
2/10/2009,32-23-25-29-28-02,32,23,25,29,28,2,2,23,25,28,29,32
2/12/2009,01-24-16-11-14-42,1,24,16,11,14,42,1,11,14,16,24,42
2/15/2009,30-43-38-42-46-49,30,43,38,42,46,49,30,38,42,43,46,49
2/17/2009,16-10-12-39-47-07,16,10,12,39,47,7,7,10,12,16,39,47
2/19/2009,35-01-42-36-41-22,35,1,42,36,41,22,1,22,35,36,41,42
2/22/2009,06-34-20-26-12-33,6,34,20,26,12,33,6,12,20,26,33,34
2/24/2009,02-13-04-22-12-36,2,13,4,22,12,36,2,4,12,13,22,36
2/26/2009,18-27-01-11-16-03,18,27,1,11,16,3,1,3,11,16,18,27
3/1/2009,23-04-21-22-03-07,23,4,21,22,3,7,3,4,7,21,22,23
3/3/2009,41-09-43-49-03-35,41,9,43,49,3,35,3,9,35,41,43,49
3/5/2009,10-44-19-17-42-11,10,44,19,17,42,11,10,11,17,19,42,44
3/8/2009,42-41-10-25-34-22,42,41,10,25,34,22,10,22,25,34,41,42
3/10/2009,42-24-28-25-33-10,42,24,28,25,33,10,10,24,25,28,33,42
3/12/2009,26-13-11-38-27-06,26,13,11,38,27,6,6,11,13,26,27,38
3/15/2009,16-15-37-19-02-24,16,15,37,19,2,24,2,15,16,19,24,37
3/17/2009,25-03-20-22-23-38,25,3,20,22,23,38,3,20,22,23,25,38
3/19/2009,32-18-15-28-02-03,32,18,15,28,2,3,2,3,15,18,28,32
3/22/2009,46-41-24-04-08-21,46,41,24,4,8,21,4,8,21,24,41,46
3/24/2009,29-41-04-36-28-19,29,41,4,36,28,19,4,19,28,29,36,41
3/26/2009,35-17-48-02-43-05,35,17,48,2,43,5,2,5,17,35,43,48
3/29/2009,24-19-47-15-03-40,24,19,47,15,3,40,3,15,19,24,40,47
3/31/2009,27-45-08-06-11-21,27,45,8,6,11,21,6,8,11,21,27,45
4/2/2009,35-14-45-28-47-20,35,14,45,28,47,20,14,20,28,35,45,47
4/5/2009,19-30-17-18-04-31,19,30,17,18,4,31,4,17,18,19,30,31
4/7/2009,42-12-34-09-28-06,42,12,34,9,28,6,6,9,12,28,34,42
4/14/2009,28-08-07-15-24-19,28,8,7,15,24,19,7,8,15,19,24,28
4/16/2009,23-19-38-25-15-32,23,19,38,25,15,32,15,19,23,25,32,38
4/19/2009,49-17-07-33-32-41,49,17,7,33,32,41,7,17,32,33,41,49
4/21/2009,41-23-43-11-15-38,41,23,43,11,15,38,11,15,23,38,41,43
4/23/2009,39-08-05-44-10-27,39,8,5,44,10,27,5,8,10,27,39,44
4/26/2009,34-10-31-19-25-48,34,10,31,19,25,48,10,19,25,31,34,48
4/28/2009,14-16-09-26-30-37,14,16,9,26,30,37,9,14,16,26,30,37
4/30/2009,01-44-28-12-18-43,1,44,28,12,18,43,1,12,18,28,43,44
5/3/2009,06-11-48-39-25-04,6,11,48,39,25,4,4,6,11,25,39,48
5/5/2009,03-41-20-44-11-06,3,41,20,44,11,6,3,6,11,20,41,44
5/7/2009,45-15-07-20-43-42,45,15,7,20,43,42,7,15,20,42,43,45
5/10/2009,43-45-16-18-05-08,43,45,16,18,5,8,5,8,16,18,43,45
5/12/2009,42-38-49-37-05-28,42,38,49,37,5,28,5,28,37,38,42,49
5/14/2009,39-26-36-43-48-46,39,26,36,43,48,46,26,36,39,43,46,48
5/17/2009,18-04-43-48-07-15,18,4,43,48,7,15,4,7,15,18,43,48
5/19/2009,30-24-47-34-20-45,30,24,47,34,20,45,20,24,30,34,45,47
5/21/2009,17-34-09-20-49-02,17,34,9,20,49,2,2,9,17,20,34,49
5/24/2009,41-13-40-48-12-25,41,13,40,48,12,25,12,13,25,40,41,48
5/26/2009,42-07-21-30-28-35,42,7,21,30,28,35,7,21,28,30,35,42
5/28/2009,28-03-47-49-05-19,28,3,47,49,5,19,3,5,19,28,47,49
5/31/2009,16-27-48-49-30-31,16,27,48,49,30,31,16,27,30,31,48,49
6/2/2009,45-09-22-11-38-28,45,9,22,11,38,28,9,11,22,28,38,45
6/4/2009,45-03-49-31-32-22,45,3,49,31,32,22,3,22,31,32,45,49
6/7/2009,11-28-02-04-06-36,11,28,2,4,6,36,2,4,6,11,28,36
6/9/2009,14-12-37-30-13-21,14,12,37,30,13,21,12,13,14,21,30,37
6/11/2009,02-12-39-11-21-31,2,12,39,11,21,31,2,11,12,21,31,39
6/14/2009,45-34-12-25-23-44,45,34,12,25,23,44,12,23,25,34,44,45
6/16/2009,40-47-10-34-28-06,40,47,10,34,28,6,6,10,28,34,40,47
6/18/2009,40-07-21-30-39-11,40,7,21,30,39,11,7,11,21,30,39,40
6/21/2009,30-24-04-31-06-20,30,24,4,31,6,20,4,6,20,24,30,31
6/23/2009,38-29-46-08-44-27,38,29,46,8,44,27,8,27,29,38,44,46
6/25/2009,23-33-11-29-27-35,23,33,11,29,27,35,11,23,27,29,33,35
6/28/2009,37-01-44-14-18-33,37,1,44,14,18,33,1,14,18,33,37,44
6/30/2009,05-03-22-30-33-32,5,3,22,30,33,32,3,5,22,30,32,33
7/2/2009,07-44-40-28-19-02,7,44,40,28,19,2,2,7,19,28,40,44
7/5/2009,06-47-37-41-43-22,6,47,37,41,43,22,6,22,37,41,43,47
7/7/2009,43-07-49-22-16-44,43,7,49,22,16,44,7,16,22,43,44,49
7/9/2009,15-29-22-47-39-46,15,29,22,47,39,46,15,22,29,39,46,47
7/12/2009,14-34-19-20-47-27,14,34,19,20,47,27,14,19,20,27,34,47
7/14/2009,29-25-20-22-24-42,29,25,20,22,24,42,20,22,24,25,29,42
7/16/2009,30-12-01-27-47-49,30,12,1,27,47,49,1,12,27,30,47,49
7/19/2009,36-22-46-38-09-13,36,22,46,38,9,13,9,13,22,36,38,46
7/21/2009,22-10-26-29-18-24,22,10,26,29,18,24,10,18,22,24,26,29
7/23/2009,17-49-46-04-25-47,17,49,46,4,25,47,4,17,25,46,47,49
7/26/2009,14-34-05-44-26-40,14,34,5,44,26,40,5,14,26,34,40,44
7/28/2009,24-05-20-42-38-44,24,5,20,42,38,44,5,20,24,38,42,44
7/30/2009,25-49-15-42-38-40,25,49,15,42,38,40,15,25,38,40,42,49
8/2/2009,26-43-27-21-01-19,26,43,27,21,1,19,1,19,21,26,27,43
8/4/2009,25-13-47-16-01-34,25,13,47,16,1,34,1,13,16,25,34,47
8/6/2009,37-38-06-44-43-16,37,38,6,44,43,16,6,16,37,38,43,44
8/9/2009,40-11-12-02-04-21,40,11,12,2,4,21,2,4,11,12,21,40
8/11/2009,38-47-48-35-09-39,38,47,48,35,9,39,9,35,38,39,47,48
8/13/2009,38-40-30-14-08-32,38,40,30,14,8,32,8,14,30,32,38,40
8/16/2009,27-30-24-23-39-26,27,30,24,23,39,26,23,24,26,27,30,39
8/18/2009,02-16-35-27-47-17,2,16,35,27,47,17,2,16,17,27,35,47
8/20/2009,03-46-24-15-26-16,3,46,24,15,26,16,3,15,16,24,26,46
8/23/2009,20-36-19-01-33-08,20,36,19,1,33,8,1,8,19,20,33,36
8/25/2009,30-07-26-17-25-40,30,7,26,17,25,40,7,17,25,26,30,40
8/27/2009,11-40-49-13-47-15,11,40,49,13,47,15,11,13,15,40,47,49
8/30/2009,19-45-43-10-44-09,19,45,43,10,44,9,9,10,19,43,44,45
9/1/2009,48-16-31-26-29-03,48,16,31,26,29,3,3,16,26,29,31,48
9/3/2009,03-47-24-45-01-13,3,47,24,45,1,13,1,3,13,24,45,47
9/6/2009,33-34-21-35-45-44,33,34,21,35,45,44,21,33,34,35,44,45
9/8/2009,25-44-23-32-45-31,25,44,23,32,45,31,23,25,31,32,44,45
9/10/2009,36-47-44-28-35-43,36,47,44,28,35,43,28,35,36,43,44,47
9/13/2009,20-48-01-33-02-21,20,48,1,33,2,21,1,2,20,21,33,48
9/15/2009,08-29-17-22-16-27,8,29,17,22,16,27,8,16,17,22,27,29
9/17/2009,13-12-21-19-36-14,13,12,21,19,36,14,12,13,14,19,21,36
9/20/2009,37-14-24-43-10-46,37,14,24,43,10,46,10,14,24,37,43,46
9/22/2009,11-45-06-35-32-47,11,45,6,35,32,47,6,11,32,35,45,47
9/24/2009,03-27-28-08-05-01,3,27,28,8,5,1,1,3,5,8,27,28
9/27/2009,42-40-04-30-46-35,42,40,4,30,46,35,4,30,35,40,42,46
9/29/2009,26-25-09-36-10-23,26,25,9,36,10,23,9,10,23,25,26,36
10/1/2009,07-41-36-19-29-11,7,41,36,19,29,11,7,11,19,29,36,41
10/4/2009,08-14-03-12-48-13,8,14,3,12,48,13,3,8,12,13,14,48
10/6/2009,37-03-05-31-23-35,37,3,5,31,23,35,3,5,23,31,35,37
10/8/2009,12-18-39-38-40-16,12,18,39,38,40,16,12,16,18,38,39,40
10/11/2009,26-17-38-09-02-04,26,17,38,9,2,4,2,4,9,17,26,38
10/13/2009,25-46-38-22-20-18,25,46,38,22,20,18,18,20,22,25,38,46
10/15/2009,08-36-11-42-31-27,8,36,11,42,31,27,8,11,27,31,36,42
10/18/2009,27-23-06-45-15-39,27,23,6,45,15,39,6,15,23,27,39,45
10/20/2009,17-25-45-03-02-32,17,25,45,3,2,32,2,3,17,25,32,45
10/22/2009,14-23-18-32-34-43,14,23,18,32,34,43,14,18,23,32,34,43
10/25/2009,33-31-26-18-34-38,33,31,26,18,34,38,18,26,31,33,34,38
10/27/2009,22-20-17-38-05-10,22,20,17,38,5,10,5,10,17,20,22,38
10/29/2009,17-36-34-30-14-39,17,36,34,30,14,39,14,17,30,34,36,39
11/1/2009,25-09-15-04-20-37,25,9,15,4,20,37,4,9,15,20,25,37
11/3/2009,40-33-02-48-13-31,40,33,2,48,13,31,2,13,31,33,40,48
11/5/2009,03-16-05-36-46-30,3,16,5,36,46,30,3,5,16,30,36,46
11/8/2009,49-08-13-03-43-27,49,8,13,3,43,27,3,8,13,27,43,49
11/10/2009,31-26-10-20-41-09,31,26,10,20,41,9,9,10,20,26,31,41
11/12/2009,27-49-40-14-11-41,27,49,40,14,11,41,11,14,27,40,41,49
11/15/2009,43-42-13-23-10-14,43,42,13,23,10,14,10,13,14,23,42,43
11/17/2009,16-39-04-03-28-26,16,39,4,3,28,26,3,4,16,26,28,39
11/19/2009,31-12-08-07-17-48,31,12,8,7,17,48,7,8,12,17,31,48
11/22/2009,43-23-42-17-45-10,43,23,42,17,45,10,10,17,23,42,43,45
11/24/2009,04-41-29-35-30-38,4,41,29,35,30,38,4,29,30,35,38,41
11/26/2009,47-46-33-24-07-27,47,46,33,24,7,27,7,24,27,33,46,47
11/29/2009,21-04-32-09-02-48,21,4,32,9,2,48,2,4,9,21,32,48
12/1/2009,43-29-20-01-13-24,43,29,20,1,13,24,1,13,20,24,29,43
12/3/2009,36-48-25-13-39-07,36,48,25,13,39,7,7,13,25,36,39,48
12/6/2009,07-08-25-31-22-47,7,8,25,31,22,47,7,8,22,25,31,47
12/8/2009,40-31-08-27-21-45,40,31,8,27,21,45,8,21,27,31,40,45
12/10/2009,34-30-27-18-44-11,34,30,27,18,44,11,11,18,27,30,34,44
12/13/2009,44-09-17-15-04-31,44,9,17,15,4,31,4,9,15,17,31,44
12/15/2009,16-05-34-17-28-11,16,5,34,17,28,11,5,11,16,17,28,34
12/17/2009,02-24-48-13-10-25,2,24,48,13,10,25,2,10,13,24,25,48
12/20/2009,47-29-06-15-28-10,47,29,6,15,28,10,6,10,15,28,29,47
12/22/2009,15-21-37-47-16-22,15,21,37,47,16,22,15,16,21,22,37,47
12/24/2009,43-30-39-03-19-10,43,30,39,3,19,10,3,10,19,30,39,43
12/27/2009,48-09-17-30-08-16,48,9,17,30,8,16,8,9,16,17,30,48
12/29/2009,15-27-17-37-18-11,15,27,17,37,18,11,11,15,17,18,27,37
12/31/2009,44-34-28-29-23-39,44,34,28,29,23,39,23,28,29,34,39,44
1/3/2010,16-11-10-07-19-37,16,11,10,7,19,37,7,10,11,16,19,37
1/5/2010,02-43-47-36-41-14,2,43,47,36,41,14,2,14,36,41,43,47
1/7/2010,03-08-31-35-27-44,3,8,31,35,27,44,3,8,27,31,35,44
1/10/2010,47-09-10-17-46-07,47,9,10,17,46,7,7,9,10,17,46,47
1/12/2010,38-19-16-42-49-10,38,19,16,42,49,10,10,16,19,38,42,49
1/14/2010,25-45-17-41-05-01,25,45,17,41,5,1,1,5,17,25,41,45
1/17/2010,16-15-36-20-02-21,16,15,36,20,2,21,2,15,16,20,21,36
1/19/2010,28-43-25-13-38-27,28,43,25,13,38,27,13,25,27,28,38,43
1/21/2010,15-36-45-25-06-27,15,36,45,25,6,27,6,15,25,27,36,45
1/24/2010,41-12-48-31-35-21,41,12,48,31,35,21,12,21,31,35,41,48
1/26/2010,29-28-05-43-37-08,29,28,5,43,37,8,5,8,28,29,37,43
1/28/2010,09-40-47-39-30-01,9,40,47,39,30,1,1,9,30,39,40,47
1/31/2010,11-17-18-06-13-47,11,17,18,6,13,47,6,11,13,17,18,47
2/2/2010,45-43-25-35-21-49,45,43,25,35,21,49,21,25,35,43,45,49
2/4/2010,29-28-26-17-37-16,29,28,26,17,37,16,16,17,26,28,29,37
2/7/2010,03-27-38-35-14-25,3,27,38,35,14,25,3,14,25,27,35,38
2/9/2010,07-37-13-33-04-48,7,37,13,33,4,48,4,7,13,33,37,48
2/11/2010,05-16-48-29-38-10,5,16,48,29,38,10,5,10,16,29,38,48
2/14/2010,06-26-17-12-14-45,6,26,17,12,14,45,6,12,14,17,26,45
2/16/2010,36-19-27-38-26-20,36,19,27,38,26,20,19,20,26,27,36,38
2/18/2010,12-14-26-11-20-04,12,14,26,11,20,4,4,11,12,14,20,26
2/21/2010,37-42-43-39-09-14,37,42,43,39,9,14,9,14,37,39,42,43
2/23/2010,16-25-24-44-08-28,16,25,24,44,8,28,8,16,24,25,28,44
2/25/2010,37-08-16-15-43-25,37,8,16,15,43,25,8,15,16,25,37,43
2/28/2010,11-33-20-19-23-35,11,33,20,19,23,35,11,19,20,23,33,35
3/2/2010,02-18-41-45-47-49,2,18,41,45,47,49,2,18,41,45,47,49
3/4/2010,01-06-22-25-44-26,1,6,22,25,44,26,1,6,22,25,26,44
3/7/2010,37-33-35-13-02-32,37,33,35,13,2,32,2,13,32,33,35,37
3/9/2010,26-28-18-11-07-05,26,28,18,11,7,5,5,7,11,18,26,28
3/11/2010,40-42-10-03-29-09,40,42,10,3,29,9,3,9,10,29,40,42
3/14/2010,06-05-12-23-43-04,6,5,12,23,43,4,4,5,6,12,23,43
3/16/2010,44-47-15-20-06-05,44,47,15,20,6,5,5,6,15,20,44,47
3/18/2010,46-19-30-34-22-06,46,19,30,34,22,6,6,19,22,30,34,46
3/21/2010,14-39-04-33-42-10,14,39,4,33,42,10,4,10,14,33,39,42
3/23/2010,19-44-28-05-02-26,19,44,28,5,2,26,2,5,19,26,28,44
3/25/2010,16-42-06-31-24-43,16,42,6,31,24,43,6,16,24,31,42,43
3/28/2010,24-36-26-27-14-31,24,36,26,27,14,31,14,24,26,27,31,36
3/30/2010,34-38-43-28-29-39,34,38,43,28,29,39,28,29,34,38,39,43
4/6/2010,38-01-42-14-21-43,38,1,42,14,21,43,1,14,21,38,42,43
4/8/2010,47-21-42-09-13-12,47,21,42,9,13,12,9,12,13,21,42,47
4/11/2010,15-11-12-32-27-45,15,11,12,32,27,45,11,12,15,27,32,45
4/13/2010,28-46-03-08-26-14,28,46,3,8,26,14,3,8,14,26,28,46
4/15/2010,34-25-45-46-18-21,34,25,45,46,18,21,18,21,25,34,45,46
4/18/2010,29-01-39-42-44-11,29,1,39,42,44,11,1,11,29,39,42,44
4/20/2010,14-32-27-07-01-47,14,32,27,7,1,47,1,7,14,27,32,47
4/22/2010,48-15-27-13-22-02,48,15,27,13,22,2,2,13,15,22,27,48
4/25/2010,33-17-07-27-47-30,33,17,7,27,47,30,7,17,27,30,33,47
4/27/2010,04-13-19-29-20-22,4,13,19,29,20,22,4,13,19,20,22,29
4/29/2010,47-08-04-48-30-49,47,8,4,48,30,49,4,8,30,47,48,49
5/2/2010,26-04-03-38-45-33,26,4,3,38,45,33,3,4,26,33,38,45
5/4/2010,14-02-05-10-09-42,14,2,5,10,9,42,2,5,9,10,14,42
5/6/2010,47-10-46-29-31-44,47,10,46,29,31,44,10,29,31,44,46,47
5/9/2010,18-39-30-38-07-25,18,39,30,38,7,25,7,18,25,30,38,39
5/11/2010,41-42-01-29-15-23,41,42,1,29,15,23,1,15,23,29,41,42
5/13/2010,36-11-45-13-12-15,36,11,45,13,12,15,11,12,13,15,36,45
5/16/2010,37-33-21-23-39-15,37,33,21,23,39,15,15,21,23,33,37,39
5/18/2010,41-24-44-47-22-35,41,24,44,47,22,35,22,24,35,41,44,47
5/20/2010,27-26-49-12-15-33,27,26,49,12,15,33,12,15,26,27,33,49
5/23/2010,45-24-33-03-14-28,45,24,33,3,14,28,3,14,24,28,33,45
5/25/2010,23-43-05-21-07-04,23,43,5,21,7,4,4,5,7,21,23,43
5/27/2010,29-20-48-36-10-46,29,20,48,36,10,46,10,20,29,36,46,48
5/30/2010,18-36-01-19-46-04,18,36,1,19,46,4,1,4,18,19,36,46
6/1/2010,02-16-19-42-29-13,2,16,19,42,29,13,2,13,16,19,29,42
6/3/2010,03-40-41-01-21-27,3,40,41,1,21,27,1,3,21,27,40,41
6/6/2010,29-08-31-13-05-47,29,8,31,13,5,47,5,8,13,29,31,47
6/8/2010,05-27-47-31-23-36,5,27,47,31,23,36,5,23,27,31,36,47
6/10/2010,37-45-10-32-03-43,37,45,10,32,3,43,3,10,32,37,43,45
6/13/2010,26-16-15-05-28-27,26,16,15,5,28,27,5,15,16,26,27,28
6/15/2010,14-36-17-29-32-19,14,36,17,29,32,19,14,17,19,29,32,36
