date,results,slot 1,slot 2,slot 3,slot 4,slot 5,slot 6,sorted1,sorted2,sorted3,sorted4,sorted5,sorted6
8/6/2014,07-03-27-44-51-38,7,3,27,44,51,38,3,7,27,38,44,51
8/9/2014,13-29-51-33-11-31,13,29,51,33,11,31,11,13,29,31,33,51
8/11/2014,48-37-35-26-25-17,48,37,35,26,25,17,17,25,26,35,37,48
8/13/2014,07-18-09-39-33-46,7,18,9,39,33,46,7,9,18,33,39,46
8/16/2014,22-52-02-04-46-25,22,52,2,4,46,25,2,4,22,25,46,52
8/18/2014,43-38-31-11-20-45,43,38,31,11,20,45,11,20,31,38,43,45
8/20/2014,26-48-20-47-22-49,26,48,20,47,22,49,20,22,26,47,48,49
8/23/2014,44-21-07-39-34-14,44,21,7,39,34,14,7,14,21,34,39,44
8/25/2014,37-08-32-11-09-38,37,8,32,11,9,38,8,9,11,32,37,38
8/27/2014,27-53-12-52-28-18,27,53,12,52,28,18,12,18,27,28,52,53
8/30/2014,14-11-31-48-33-27,14,11,31,48,33,27,11,14,27,31,33,48
9/1/2014,37-19-06-13-28-25,37,19,6,13,28,25,6,13,19,25,28,37
9/3/2014,37-31-01-53-45-07,37,31,1,53,45,7,1,7,31,37,45,53
9/6/2014,33-09-25-40-22-05,33,9,25,40,22,5,5,9,22,25,33,40
9/8/2014,46-35-45-20-50-13,46,35,45,20,50,13,13,20,35,45,46,50
9/10/2014,26-03-10-09-24-55,26,3,10,9,24,55,3,9,10,24,26,55
9/13/2014,16-30-06-01-26-43,16,30,6,1,26,43,1,6,16,26,30,43
9/15/2014,17-48-54-44-15-28,17,48,54,44,15,28,15,17,28,44,48,54
9/17/2014,17-02-50-48-14-45,17,2,50,48,14,45,2,14,17,45,48,50
9/20/2014,26-50-42-37-30-33,26,50,42,37,30,33,26,30,33,37,42,50
9/22/2014,33-29-25-38-06-11,33,29,25,38,6,11,6,11,25,29,33,38
9/24/2014,07-01-02-48-05-29,7,1,2,48,5,29,1,2,5,7,29,48
9/27/2014,08-42-35-11-17-22,8,42,35,11,17,22,8,11,17,22,35,42
9/29/2014,30-24-49-54-43-51,30,24,49,54,43,51,24,30,43,49,51,54
10/1/2014,53-07-27-06-38-33,53,7,27,6,38,33,6,7,27,33,38,53
10/4/2014,27-24-42-51-23-43,27,24,42,51,23,43,23,24,27,42,43,51
10/6/2014,07-16-51-18-33-22,7,16,51,18,33,22,7,16,18,22,33,51
10/8/2014,50-11-06-13-35-44,50,11,6,13,35,44,6,11,13,35,44,50
10/11/2014,43-37-40-25-01-36,43,37,40,25,1,36,1,25,36,37,40,43
10/13/2014,41-54-50-33-43-55,41,54,50,33,43,55,33,41,43,50,54,55
10/15/2014,13-01-22-16-39-19,13,1,22,16,39,19,1,13,16,19,22,39
10/18/2014,28-20-27-35-05-03,28,20,27,35,5,3,3,5,20,27,28,35
10/20/2014,23-03-07-05-36-45,23,3,7,5,36,45,3,5,7,23,36,45
10/22/2014,52-40-10-08-07-15,52,40,10,8,7,15,7,8,10,15,40,52
10/25/2014,24-12-28-36-21-25,24,12,28,36,21,25,12,21,24,25,28,36
10/27/2014,21-15-39-49-31-46,21,15,39,49,31,46,15,21,31,39,46,49
10/29/2014,34-43-39-54-14-51,34,43,39,54,14,51,14,34,39,43,51,54
11/1/2014,48-29-47-30-02-21,48,29,47,30,2,21,2,21,29,30,47,48
11/3/2014,07-38-14-08-02-19,7,38,14,8,2,19,2,7,8,14,19,38
11/5/2014,17-37-22-42-30-29,17,37,22,42,30,29,17,22,29,30,37,42
11/8/2014,18-15-23-12-44-04,18,15,23,12,44,4,4,12,15,18,23,44
11/10/2014,54-43-19-53-18-12,54,43,19,53,18,12,12,18,19,43,53,54
11/12/2014,37-38-44-06-17-39,37,38,44,6,17,39,6,17,37,38,39,44
11/15/2014,36-52-54-42-03-20,36,52,54,42,3,20,3,20,36,42,52,54
11/17/2014,06-01-18-40-17-12,6,1,18,40,17,12,1,6,12,17,18,40
11/19/2014,42-20-10-04-26-18,42,20,10,4,26,18,4,10,18,20,26,42
11/22/2014,21-32-23-16-34-40,21,32,23,16,34,40,16,21,23,32,34,40
11/24/2014,08-27-26-11-06-29,8,27,26,11,6,29,6,8,11,26,27,29
11/26/2014,30-54-26-09-34-47,30,54,26,9,34,47,9,26,30,34,47,54
11/29/2014,32-05-18-39-48-47,32,5,18,39,48,47,5,18,32,39,47,48
12/1/2014,39-36-33-42-40-20,39,36,33,42,40,20,20,33,36,39,40,42
12/3/2014,46-55-12-18-25-17,46,55,12,18,25,17,12,17,18,25,46,55
12/6/2014,29-20-49-30-40-08,29,20,49,30,40,8,8,20,29,30,40,49
12/8/2014,27-23-09-28-43-41,27,23,9,28,43,41,9,23,27,28,41,43
12/10/2014,38-53-39-18-09-45,38,53,39,18,9,45,9,18,38,39,45,53
12/13/2014,10-11-44-52-53-39,10,11,44,52,53,39,10,11,39,44,52,53
12/15/2014,15-52-29-49-16-18,15,52,29,49,16,18,15,16,18,29,49,52
12/17/2014,53-27-12-37-33-55,53,27,12,37,33,55,12,27,33,37,53,55
12/20/2014,25-48-11-12-23-36,25,48,11,12,23,36,11,12,23,25,36,48
12/22/2014,52-38-55-54-39-26,52,38,55,54,39,26,26,38,39,52,54,55
12/24/2014,08-30-14-38-11-04,8,30,14,38,11,4,4,8,11,14,30,38
12/27/2014,30-44-31-37-34-23,30,44,31,37,34,23,23,30,31,34,37,44
12/29/2014,15-01-05-43-46-22,15,1,5,43,46,22,1,5,15,22,43,46
12/31/2014,34-15-26-13-19-10,34,15,26,13,19,10,10,13,15,19,26,34
1/3/2015,24-20-10-41-22-28,24,20,10,41,22,28,10,20,22,24,28,41
1/5/2015,09-55-05-14-27-31,9,55,5,14,27,31,5,9,14,27,31,55
1/7/2015,40-53-32-28-07-05,40,53,32,28,7,5,5,7,28,32,40,53
1/10/2015,45-18-34-49-35-20,45,18,34,49,35,20,18,20,34,35,45,49
1/12/2015,42-36-54-40-47-51,42,36,54,40,47,51,36,40,42,47,51,54
1/14/2015,24-55-52-04-33-40,24,55,52,4,33,40,4,24,33,40,52,55
1/17/2015,50-47-12-05-48-37,50,47,12,5,48,37,5,12,37,47,48,50
1/19/2015,26-13-47-17-28-16,26,13,47,17,28,16,13,16,17,26,28,47
1/21/2015,46-12-21-23-39-52,46,12,21,23,39,52,12,21,23,39,46,52
1/24/2015,21-38-28-27-44-02,21,38,28,27,44,2,2,21,27,28,38,44
1/26/2015,29-04-50-23-19-30,29,4,50,23,19,30,4,19,23,29,30,50
1/28/2015,09-32-42-14-20-40,9,32,42,14,20,40,9,14,20,32,40,42
1/31/2015,35-55-44-04-11-07,35,55,44,4,11,7,4,7,11,35,44,55
2/2/2015,34-15-27-04-03-39,34,15,27,4,3,39,3,4,15,27,34,39
2/4/2015,54-36-43-41-30-42,54,36,43,41,30,42,30,36,41,42,43,54
2/7/2015,45-11-24-15-02-03,45,11,24,15,2,3,2,3,11,15,24,45
2/9/2015,53-09-06-49-30-48,53,9,6,49,30,48,6,9,30,48,49,53
2/11/2015,19-47-42-38-04-25,19,47,42,38,4,25,4,19,25,38,42,47
2/14/2015,24-12-33-02-18-35,24,12,33,2,18,35,2,12,18,24,33,35
2/16/2015,42-54-22-15-11-49,42,54,22,15,11,49,11,15,22,42,49,54
2/18/2015,06-39-17-50-54-24,6,39,17,50,54,24,6,17,24,39,50,54
2/21/2015,20-46-05-32-40-34,20,46,5,32,40,34,5,20,32,34,40,46
2/23/2015,49-45-15-09-38-01,49,45,15,9,38,1,1,9,15,38,45,49
2/25/2015,10-14-03-08-38-09,10,14,3,8,38,9,3,8,9,10,14,38
2/28/2015,51-27-26-18-09-04,51,27,26,18,9,4,4,9,18,26,27,51
3/2/2015,14-23-32-05-55-20,14,23,32,5,55,20,5,14,20,23,32,55
3/4/2015,10-07-48-19-08-55,10,7,48,19,8,55,7,8,10,19,48,55
3/7/2015,42-02-52-47-11-38,42,2,52,47,11,38,2,11,38,42,47,52
3/9/2015,21-32-33-11-20-26,21,32,33,11,20,26,11,20,21,26,32,33
3/11/2015,52-44-25-06-39-13,52,44,25,6,39,13,6,13,25,39,44,52
3/14/2015,39-41-38-44-14-03,39,41,38,44,14,3,3,14,38,39,41,44
3/16/2015,48-33-52-45-22-49,48,33,52,45,22,49,22,33,45,48,49,52
3/21/2015,26-27-33-02-44-05,26,27,33,2,44,5,2,5,26,27,33,44
3/23/2015,16-24-17-11-44-30,16,24,17,11,44,30,11,16,17,24,30,44
3/25/2015,03-23-09-49-46-53,3,23,9,49,46,53,3,9,23,46,49,53
3/28/2015,54-12-13-42-48-18,54,12,13,42,48,18,12,13,18,42,48,54
3/30/2015,27-28-47-20-40-44,27,28,47,20,40,44,20,27,28,40,44,47
4/1/2015,50-45-22-31-52-27,50,45,22,31,52,27,22,27,31,45,50,52
4/6/2015,22-06-50-17-03-26,22,6,50,17,3,26,3,6,17,22,26,50
4/8/2015,28-40-19-30-32-13,28,40,19,30,32,13,13,19,28,30,32,40
4/11/2015,55-35-30-16-05-12,55,35,30,16,5,12,5,12,16,30,35,55
4/13/2015,04-45-27-16-43-32,4,45,27,16,43,32,4,16,27,32,43,45
4/15/2015,51-09-30-45-54-19,51,9,30,45,54,19,9,19,30,45,51,54
3/18/2015,45-01-55-54-43-15,45,1,55,54,43,15,1,15,43,45,54,55
4/18/2015,51-14-37-44-49-16,51,14,37,44,49,16,14,16,37,44,49,51
4/20/2015,17-55-31-28-12-40,17,55,31,28,12,40,12,17,28,31,40,55
4/22/2015,23-45-44-41-07-38,23,45,44,41,7,38,7,23,38,41,44,45
4/25/2015,18-28-25-53-07-11,18,28,25,53,7,11,7,11,18,25,28,53
4/27/2015,02-26-15-13-22-43,2,26,15,13,22,43,2,13,15,22,26,43
4/29/2015,33-23-02-41-10-24,33,23,2,41,10,24,2,10,23,24,33,41
5/2/2015,31-37-28-49-43-34,31,37,28,49,43,34,28,31,34,37,43,49
5/4/2015,43-36-35-40-24-05,43,36,35,40,24,5,5,24,35,36,40,43
5/6/2015,15-55-49-43-54-01,15,55,49,43,54,1,1,15,43,49,54,55
5/9/2015,18-29-07-08-32-45,18,29,7,8,32,45,7,8,18,29,32,45
5/11/2015,06-02-26-48-35-27,6,2,26,48,35,27,2,6,26,27,35,48
5/13/2015,06-36-46-41-02-01,6,36,46,41,2,1,1,2,6,36,41,46
5/16/2015,22-09-43-14-06-31,22,9,43,14,6,31,6,9,14,22,31,43
5/18/2015,41-23-38-31-52-43,41,23,38,31,52,43,23,31,38,41,43,52
5/20/2015,39-21-12-42-49-48,39,21,12,42,49,48,12,21,39,42,48,49
5/23/2015,40-05-55-35-52-20,40,5,55,35,52,20,5,20,35,40,52,55
5/25/2015,06-44-48-35-54-27,6,44,48,35,54,27,6,27,35,44,48,54
5/27/2015,08-51-54-38-12-40,8,51,54,38,12,40,8,12,38,40,51,54
5/30/2015,42-19-25-18-48-45,42,19,25,18,48,45,18,19,25,42,45,48
6/1/2015,06-26-02-37-23-05,6,26,2,37,23,5,2,5,6,23,26,37
6/3/2015,09-51-26-19-31-39,9,51,26,19,31,39,9,19,26,31,39,51
6/6/2015,24-12-28-38-41-08,24,12,28,38,41,8,8,12,24,28,38,41
6/8/2015,28-20-52-06-40-45,28,20,52,6,40,45,6,20,28,40,45,52
6/10/2015,26-23-46-01-02-22,26,23,46,1,2,22,1,2,22,23,26,46
6/13/2015,44-21-34-17-54-50,44,21,34,17,54,50,17,21,34,44,50,54
6/15/2015,09-11-37-45-20-44,9,11,37,45,20,44,9,11,20,37,44,45
6/17/2015,51-42-49-25-37-17,51,42,49,25,37,17,17,25,37,42,49,51
6/20/2015,35-01-08-27-30-06,35,1,8,27,30,6,1,6,8,27,30,35
6/22/2015,51-13-06-35-08-37,51,13,6,35,8,37,6,8,13,35,37,51
6/24/2015,31-33-13-12-04-27,31,33,13,12,4,27,4,12,13,27,31,33
6/27/2015,02-08-12-52-48-27,2,8,12,52,48,27,2,8,12,27,48,52
6/29/2015,43-41-09-33-52-22,43,41,9,33,52,22,9,22,33,41,43,52
7/1/2015,16-26-34-45-32-04,16,26,34,45,32,4,4,16,26,32,34,45
7/4/2015,22-34-08-01-52-06,22,34,8,1,52,6,1,6,8,22,34,52
7/6/2015,16-07-02-31-42-37,16,7,2,31,42,37,2,7,16,31,37,42
7/8/2015,28-47-36-31-20-37,28,47,36,31,20,37,20,28,31,36,37,47
7/11/2015,37-28-38-32-19-27,37,28,38,32,19,27,19,27,28,32,37,38
7/13/2015,35-49-31-48-12-30,35,49,31,48,12,30,12,30,31,35,48,49
7/15/2015,44-07-47-10-55-49,44,7,47,10,55,49,7,10,44,47,49,55
7/18/2015,23-52-46-03-42-43,23,52,46,3,42,43,3,23,42,43,46,52
7/20/2015,18-05-14-26-53-04,18,5,14,26,53,4,4,5,14,18,26,53
7/22/2015,41-07-43-29-18-17,41,7,43,29,18,17,7,17,18,29,41,43
7/25/2015,30-32-54-42-19-04,30,32,54,42,19,4,4,19,30,32,42,54
7/27/2015,41-39-29-38-30-46,41,39,29,38,30,46,29,30,38,39,41,46
7/29/2015,22-08-31-11-12-46,22,8,31,11,12,46,8,11,12,22,31,46
8/1/2015,08-29-16-26-13-21,8,29,16,26,13,21,8,13,16,21,26,29
8/3/2015,25-30-14-07-10-19,25,30,14,7,10,19,7,10,14,19,25,30
8/5/2015,33-43-17-45-03-36,33,43,17,45,3,36,3,17,33,36,43,45
8/8/2015,26-05-11-53-35-28,26,5,11,53,35,28,5,11,26,28,35,53
8/10/2015,49-01-25-32-04-06,49,1,25,32,4,6,1,4,6,25,32,49
8/12/2015,54-41-36-08-14-15,54,41,36,8,14,15,8,14,15,36,41,54
8/15/2015,03-25-54-24-53-36,3,25,54,24,53,36,3,24,25,36,53,54
8/17/2015,22-12-09-37-35-01,22,12,9,37,35,1,1,9,12,22,35,37
8/19/2015,44-12-34-33-23-02,44,12,34,33,23,2,2,12,23,33,34,44
8/22/2015,37-29-02-27-04-45,37,29,2,27,4,45,2,4,27,29,37,45
8/24/2015,14-18-37-39-53-13,14,18,37,39,53,13,13,14,18,37,39,53
8/26/2015,25-41-27-47-12-02,25,41,27,47,12,2,2,12,25,27,41,47
8/29/2015,47-41-14-24-49-35,47,41,14,24,49,35,14,24,35,41,47,49
8/31/2015,35-14-43-13-53-50,35,14,43,13,53,50,13,14,35,43,50,53
9/2/2015,45-09-30-29-25-08,45,9,30,29,25,8,8,9,25,29,30,45
9/5/2015,29-20-25-08-30-28,29,20,25,8,30,28,8,20,25,28,29,30
9/7/2015,21-54-23-34-48-41,21,54,23,34,48,41,21,23,34,41,48,54
9/9/2015,11-01-14-05-48-28,11,1,14,5,48,28,1,5,11,14,28,48
9/12/2015,13-40-11-04-51-03,13,40,11,4,51,3,3,4,11,13,40,51
9/14/2015,30-27-29-28-16-04,30,27,29,28,16,4,4,16,27,28,29,30
9/16/2015,20-22-29-28-39-34,20,22,29,28,39,34,20,22,28,29,34,39
9/19/2015,54-46-29-13-01-41,54,46,29,13,1,41,1,13,29,41,46,54
9/21/2015,35-43-25-38-12-11,35,43,25,38,12,11,11,12,25,35,38,43
9/23/2015,07-55-08-13-15-21,7,55,8,13,15,21,7,8,13,15,21,55
9/26/2015,12-42-41-32-49-51,12,42,41,32,49,51,12,32,41,42,49,51
9/28/2015,11-51-54-29-55-02,11,51,54,29,55,2,2,11,29,51,54,55
9/30/2015,25-04-31-01-50-33,25,4,31,1,50,33,1,4,25,31,33,50
10/3/2015,20-16-52-31-53-19,20,16,52,31,53,19,16,19,20,31,52,53
10/5/2015,40-48-05-13-52-31,40,48,5,13,52,31,5,13,31,40,48,52
10/7/2015,04-24-26-20-32-49,4,24,26,20,32,49,4,20,24,26,32,49
10/10/2015,42-26-45-18-11-48,42,26,45,18,11,48,11,18,26,42,45,48
10/12/2015,22-38-27-06-25-33,22,38,27,6,25,33,6,22,25,27,33,38
10/14/2015,54-51-19-06-53-27,54,51,19,6,53,27,6,19,27,51,53,54
10/17/2015,35-47-44-24-51-25,35,47,44,24,51,25,24,25,35,44,47,51
10/19/2015,54-08-33-14-46-40,54,8,33,14,46,40,8,14,33,40,46,54
10/21/2015,44-07-14-24-08-02,44,7,14,24,8,2,2,7,8,14,24,44
10/24/2015,48-06-03-32-22-14,48,6,3,32,22,14,3,6,14,22,32,48
10/26/2015,14-08-34-27-45-38,14,8,34,27,45,38,8,14,27,34,38,45
10/28/2015,15-03-41-28-53-30,15,3,41,28,53,30,3,15,28,30,41,53
10/31/2015,21-18-10-51-25-52,21,18,10,51,25,52,10,18,21,25,51,52
11/2/2015,28-41-50-47-44-17,28,41,50,47,44,17,17,28,41,44,47,50
11/4/2015,12-51-27-20-15-05,12,51,27,20,15,5,5,12,15,20,27,51
11/7/2015,05-42-28-17-44-54,5,42,28,17,44,54,5,17,28,42,44,54
11/9/2015,09-33-55-24-43-53,9,33,55,24,43,53,9,24,33,43,53,55
11/11/2015,36-49-47-39-02-42,36,49,47,39,2,42,2,36,39,42,47,49
11/14/2015,25-30-14-44-28-55,25,30,14,44,28,55,14,25,28,30,44,55
11/16/2015,42-30-22-49-14-39,42,30,22,49,14,39,14,22,30,39,42,49
11/18/2015,02-33-20-12-15-16,2,33,20,12,15,16,2,12,15,16,20,33
11/21/2015,41-45-39-24-17-20,41,45,39,24,17,20,17,20,24,39,41,45
11/23/2015,14-09-23-08-46-10,14,9,23,8,46,10,8,9,10,14,23,46
11/25/2015,23-06-54-18-13-49,23,6,54,18,13,49,6,13,18,23,49,54
11/28/2015,01-15-33-31-44-09,1,15,33,31,44,9,1,9,15,31,33,44
11/30/2015,31-52-03-06-25-32,31,52,3,6,25,32,3,6,25,31,32,52
12/2/2015,21-43-42-10-04-31,21,43,42,10,4,31,4,10,21,31,42,43
12/5/2015,19-45-48-49-01-54,19,45,48,49,1,54,1,19,45,48,49,54
12/7/2015,49-54-15-46-42-26,49,54,15,46,42,26,15,26,42,46,49,54
12/9/2015,20-29-22-13-17-39,20,29,22,13,17,39,13,17,20,22,29,39
12/12/2015,37-01-06-09-03-16,37,1,6,9,3,16,1,3,6,9,16,37
12/14/2015,23-10-02-09-13-31,23,10,2,9,13,31,2,9,10,13,23,31
12/16/2015,28-38-53-22-40-29,28,38,53,22,40,29,22,28,29,38,40,53
12/19/2015,27-37-17-49-32-22,27,37,17,49,32,22,17,22,27,32,37,49
12/21/2015,47-13-36-15-12-43,47,13,36,15,12,43,12,13,15,36,43,47
12/23/2015,22-25-02-39-28-49,22,25,2,39,28,49,2,22,25,28,39,49
12/26/2015,30-50-26-45-07-52,30,50,26,45,7,52,7,26,30,45,50,52
12/28/2015,10-26-40-08-05-02,10,26,40,8,5,2,2,5,8,10,26,40
12/30/2015,13-37-10-50-26-47,13,37,10,50,26,47,10,13,26,37,47,50
1/2/2016,43-07-23-32-02-48,43,7,23,32,2,48,2,7,23,32,43,48
1/4/2016,33-55-30-13-31-10,33,55,30,13,31,10,10,13,30,31,33,55
1/6/2016,50-20-31-01-40-14,50,20,31,1,40,14,1,14,20,31,40,50
1/9/2016,24-21-26-05-47-33,24,21,26,5,47,33,5,21,24,26,33,47
1/11/2016,17-35-23-38-44-26,17,35,23,38,44,26,17,23,26,35,38,44
1/13/2016,48-19-29-20-21-49,48,19,29,20,21,49,19,20,21,29,48,49
